iteration	timestamp	model	run_id	decision	commit	summary	findings
52	2026-03-20T17:50:12+00:00	gpt-5.4	pgolf_0052	revert	34d471f4ad731935ffda300abe0e5dabead09fc4	Revert: pgolf_0052 is internally consistent and trustworthy as an audit-only run, but it regresses the best prior kept exact round-trip result and the new clip-sweep audit cleanly falsifies the hypothesis by selecting no higher percentile for the eight still-quantized .mlp.proj.weight tensors.	The artifacts line up cleanly: the remote log ran commit 34d471f4ad731935ffda300abe0e5dabead09fc4 with the manifest env, metrics.json matches the final exact metric line and size exactly at val_bpb 1.58642863, val_loss 2.67861828, and 14442209 bytes, and training progress stayed in-family for an export-only comparison at step 356 / 600146ms versus step 358 / 600966ms in kept pgolf_0042, so there is no sign of a harness mismatch or suspicious extra optimization time driving the result. The established live-path signals also remained pinned as required, with Int8 auto-keep selector still reporting candidates:19 and selected:blocks.0.mlp.proj.weight, Int8 scale storage still reporting fp32_tensors:8 and fp32_bytes:16384, Int8 min-clip override still reporting tensors:9 baseline:1.00000 overrides:.mlp.fc.weight:0.25000, and Kept float storage still reporting extra_fp32_tensors:9 and extra_fp32_extra_bytes:2359296 for c_v.weight. The new audit signal is decisive in the wrong direction: Int8 clip sweep audit reported baseline:99.99984, tensors:8, candidates:3, and selected:none, while Int8 clip sweep candidates showed improved=0/8, mean=0.00000000, and median=0.00000000 for every tested percentile 99.99988, 99.99992, and 99.99996, with every per-tensor gain also exactly 0.00000000. That satisfies the manifest's falsification case rather than its support case, so this commit does not provide clearly worthwhile retained evidence for a follow-up live override. On top of that, the primary result is worse than the best prior kept frontier in reviews.tsv for pgolf_0042, which held val_bpb 1.58402850 and val_loss 2.67456578 at 14437856 bytes. pgolf_0052 regressed by 0.00240013 val_bpb and 0.00405250 val_loss while also using 4353 more bytes. Because the run looks trustworthy and the audit itself says there is no measurable family-wide gain from the tested higher clip percentiles, the correct post-review action is to revert rather than keep this audit-only change.
53	2026-03-20T18:50:24+00:00	gpt-5.4	pgolf_0053	revert	5d23f24c208061b458b90aa969e04d65a6c00b03	Revert: pgolf_0053 appears mechanically trustworthy as an exporter-only run, but it regresses far behind the best prior kept result and does not provide a clearly worthwhile retained change.	The artifacts line up cleanly: the remote log ran commit 5d23f24c208061b458b90aa969e04d65a6c00b03, metrics.json matches the final exact metric line and size exactly at val_bpb 1.59786621, val_loss 2.69793016, and 9084566 bytes, and training progress stayed in-family for an export-only comparison at step 356 / 600790ms, so there is no obvious harness mismatch or suspicious extra optimization time. The patch itself is narrowly scoped and matches the candidate manifest: it changes only INT8_PER_ROW_SCALE_DTYPE from float16 to float32, which is consistent with the hypothesis that fp16 row-scale rounding might hurt round-trip fidelity while leaving training unchanged. But the observed outcome does not justify keeping the change. Against the current best prior kept frontier in reviews.tsv, pgolf_0042 at val_bpb 1.58402850 and val_loss 2.67456578, this run is materially worse by 0.01383771 val_bpb and 0.02336438 val_loss. The candidate's success criterion was only to beat the much older 2.34674946 baseline, and while this run does clear that outdated bar, post-review should judge against the best retained result, not the initial bootstrap baseline. The much smaller 9084566-byte artifact also indicates this experiment is operating on an earlier export stack than the current kept frontier rather than delivering a better frontier point. Because the result is both clearly worse than the retained best metric and not accompanied by uniquely valuable new evidence beyond a clean negative result, the correct post-review decision is to revert.
54	2026-04-12T17:43:45+00:00	gpt-5.4	pgolf_0054	error	c3222287dddc5b885358a9ecfaae759cf953b7d1	experiment failed	remote training failed for run_id=pgolf_0054 with exit code 255
55	2026-04-12T17:43:48+00:00	gpt-5.4	pgolf_0055	error	9e537f333a43a7ab207a689d0770e5629a166baf	experiment failed	remote training failed for run_id=pgolf_0055 with exit code 255
56	2026-04-12T17:43:52+00:00	gpt-5.4	pgolf_0056	error	99492a05dea9627c7d289ea63a1e1d073181bdcc	experiment failed	remote training failed for run_id=pgolf_0056 with exit code 255
57	2026-04-12T17:43:55+00:00	gpt-5.4	pgolf_0057	error	2c937f82a6b10177dca314c32bbb7b839695f778	experiment failed	remote training failed for run_id=pgolf_0057 with exit code 255
58	2026-04-12T17:43:58+00:00	gpt-5.4	pgolf_0058	error	02a81b299dae4bcdb92c321ca96e4e6f2f570e4a	experiment failed	remote training failed for run_id=pgolf_0058 with exit code 255
59	2026-04-12T17:52:36+00:00	gpt-5.4	pgolf_0059	error	5c88bb1908aa13fff0d9c34e45690e96e601e7e8	experiment failed	remote training failed for run_id=pgolf_0059 with exit code 255
60	2026-04-12T18:00:39+00:00	gpt-5.4	pgolf_0060	error	eadc92b90a71781b72f1d316f993149085eea54d	experiment failed	remote training failed for run_id=pgolf_0060 with exit code 255
61	2026-04-12T18:04:42+00:00	gpt-5.4	pgolf_0061	error	791f95a9102a948cf373f9cbd07dced60faa81c5	experiment failed	remote training failed for run_id=pgolf_0061 with exit code 255
62	2026-04-12T18:10:05+00:00	gpt-5.4	pgolf_0062	error	0c1ea527bb4ca34d356e5448d51d922821336410	experiment failed	remote training failed for run_id=pgolf_0062 with exit code 255
63	2026-04-12T18:38:49+00:00	gpt-5.4	pgolf_0063	error	dd181e22952c62803bd2520914f3bd0039d9e3ab	experiment failed	remote training failed for run_id=pgolf_0063 with exit code 255
64	2026-04-12T18:44:42+00:00	gpt-5.4	pgolf_0064	error	320985f328ebcb15d21a247149b92921325742cc	experiment failed	remote training failed for run_id=pgolf_0064 with exit code 255
65	2026-04-12T19:01:55+00:00	gpt-5.4	pgolf_0065	error	81b026fdfd5201e5742081a7c0d143205668afac	experiment failed	remote training failed for run_id=pgolf_0065 with exit code 255
66	2026-04-12T19:04:48+00:00	gpt-5.4	pgolf_0066	error	5dc952355253ef2e4a018d3e3ed499f7246b5682	experiment failed	remote training failed for run_id=pgolf_0066 with exit code 255
67	2026-04-12T19:10:41+00:00	gpt-5.4	pgolf_0067	error	0763b3ed21870bcf2786a9e51cd3b8cd7d0f82f4	experiment failed	remote training failed for run_id=pgolf_0067 with exit code 255
68	2026-04-12T19:36:44+00:00	gpt-5.4	pgolf_0068	error	3344ace1a43790bf2cb188fbcc159e05b745cef4	experiment failed	remote training failed for run_id=pgolf_0068 with exit code 255
69	2026-04-12T19:39:22+00:00	gpt-5.4	pgolf_0069	error	0aab39030513500eb423d7b5cf28c29287b7d8bf	experiment failed	remote training failed for run_id=pgolf_0069 with exit code 255
70	2026-04-12T19:39:50+00:00	gpt-5.4	pgolf_0070	error	d8662f7ed96498012627175f7922ccd02c1ba603	experiment failed	remote training failed for run_id=pgolf_0070 with exit code 255
71	2026-04-12T19:46:08+00:00	gpt-5.4	pgolf_0071	error	9a3cae43a4921c2da86ce85262b161628206be67	experiment failed	remote training failed for run_id=pgolf_0071 with exit code 255
72	2026-04-12T19:50:42+00:00	gpt-5.4	pgolf_0072	error	9d0c341d67390511ab11289467bb05b0e3231682	experiment failed	remote training failed for run_id=pgolf_0072 with exit code 255
73	2026-04-12T19:54:55+00:00	gpt-5.4	pgolf_0073	error	5223663a0d96cb98a2263f7cff85ea482e39c69b	experiment failed	remote training failed for run_id=pgolf_0073 with exit code 255
74	2026-04-12T19:55:48+00:00	gpt-5.4	pgolf_0074	error	68c639619b0a3335930cb8956c2cda935636ced1	experiment failed	remote training failed for run_id=pgolf_0074 with exit code 255
75	2026-04-12T20:04:41+00:00	gpt-5.4	pgolf_0075	error	9d8135e54694aa22acf4a94a97a289f52826607c	experiment failed	remote training failed for run_id=pgolf_0075 with exit code 255
76	2026-04-12T20:13:54+00:00	gpt-5.4	pgolf_0076	error	ced74171aad1598108e58536518a0b0f2187bee4	experiment failed	remote training failed for run_id=pgolf_0076 with exit code 255
77	2026-04-12T20:15:27+00:00	gpt-5.4	pgolf_0077	error	e51e00d62b9786f7a2034ba657c847dc6cd20bcb	experiment failed	remote training failed for run_id=pgolf_0077 with exit code 255
78	2026-04-12T20:19:55+00:00	gpt-5.4	pgolf_0078	error	8e30cc9388354b522a7aa3d143685a37bc1e46db	experiment failed	remote training failed for run_id=pgolf_0078 with exit code 255
79	2026-04-12T20:20:53+00:00	gpt-5.4	pgolf_0079	error	bf59d434ef104572b0aa4aad1d3b97ee59582562	experiment failed	remote training failed for run_id=pgolf_0079 with exit code 255
80	2026-04-12T20:56:47+00:00	gpt-5.4	pgolf_0080	error	4de1abbd6244734ee6eca36eea88452479a0b8ea	experiment failed	remote training failed for run_id=pgolf_0080 with exit code 255
81	2026-04-12T21:00:35+00:00	gpt-5.4	pgolf_0081	error	34baf997ec51f0134ba39e7d1e0891f238a5ffa3	experiment failed	remote training failed for run_id=pgolf_0081 with exit code 255
82	2026-04-12T21:17:13+00:00	gpt-5.4	pgolf_0082	error	66e2614ba887a609288df92e8bb854d42648019e	experiment failed	remote training failed for run_id=pgolf_0082 with exit code 255
83	2026-04-12T21:21:01+00:00	gpt-5.4	pgolf_0083	error	bba272731f1b8c6e9066c6b6b83aadb94899bf7c	experiment failed	remote training failed for run_id=pgolf_0083 with exit code 255
84	2026-04-12T21:25:09+00:00	gpt-5.4	pgolf_0084	error	089c7504f926529db41a9715753f47be81985a3d	experiment failed	remote training failed for run_id=pgolf_0084 with exit code 255
85	2026-04-12T21:28:07+00:00	gpt-5.4	pgolf_0085	error	3564f25f98efd517c4f84714c4ce060240d100ee	experiment failed	remote training failed for run_id=pgolf_0085 with exit code 255
86	2026-04-12T21:37:25+00:00	gpt-5.4	pgolf_0086	error	259e32db68a9e0434cdbaff6c2b1d7360aa2f19c	experiment failed	remote training failed for run_id=pgolf_0086 with exit code 255
87	2026-04-12T21:39:58+00:00	gpt-5.4	pgolf_0087	error	82c15e0d8257d4c6d71d1fec2200336dcb3c2512	experiment failed	remote training failed for run_id=pgolf_0087 with exit code 255
88	2026-04-12T21:45:26+00:00	gpt-5.4	pgolf_0088	error	fdd6323fb549d69613ed1497260f2121d168f9d2	experiment failed	remote training failed for run_id=pgolf_0088 with exit code 255
89	2026-04-12T21:48:10+00:00	gpt-5.4	pgolf_0089	error	17f1b065a1dd84bf3cf86dd85c95c773884ffb1d	experiment failed	remote training failed for run_id=pgolf_0089 with exit code 255
90	2026-04-12T21:49:58+00:00	gpt-5.4	pgolf_0090	error	fbe263ea29fbd0572d54bf1af296362d01a7bad7	experiment failed	remote training failed for run_id=pgolf_0090 with exit code 255
91	2026-04-12T22:01:32+00:00	gpt-5.4	pgolf_0091	error	9da772b21dbefac85dd07e2cff44347e2220b944	experiment failed	remote training failed for run_id=pgolf_0091 with exit code 255
92	2026-04-12T22:01:40+00:00	gpt-5.4	pgolf_0092	error	f513d1ab63a3bf046daad0fa7a9b795c4540b470	experiment failed	remote training failed for run_id=pgolf_0092 with exit code 255
93	2026-04-12T22:04:54+00:00	gpt-5.4	pgolf_0093	error	17fc7051e0b21dc8a5b6cde5c9cf9f3580aadf57	experiment failed	remote training failed for run_id=pgolf_0093 with exit code 255
94	2026-04-12T22:07:42+00:00	gpt-5.4	pgolf_0094	error	bcc0b9e2d1a1914491e1a485d21d40fb5c100906	experiment failed	remote training failed for run_id=pgolf_0094 with exit code 255
95	2026-04-12T22:14:10+00:00	gpt-5.4	pgolf_0095	error	593f2c24d394d504819fbbd3e7caf341544c5064	experiment failed	remote training failed for run_id=pgolf_0095 with exit code 255
96	2026-04-12T22:14:24+00:00	gpt-5.4	pgolf_0096	error	e23c7b8b6e01ecda9a4fe0ddd6cda0b66fba5bb7	experiment failed	remote training failed for run_id=pgolf_0096 with exit code 255
97	2026-04-12T22:22:07+00:00	gpt-5.4	pgolf_0097	error	e5104f1d6c9595a3c198fbcf52b287c9fbd8e371	experiment failed	remote training failed for run_id=pgolf_0097 with exit code 255
98	2026-04-12T22:25:11+00:00	gpt-5.4	pgolf_0098	error	8db158172c6d898d4dbda78fc9654effc9282e2a	experiment failed	remote training failed for run_id=pgolf_0098 with exit code 255
99	2026-04-12T22:28:04+00:00	gpt-5.4	pgolf_0099	error	1dd1f0eb88919a54bc003a0546fabf025d711b63	experiment failed	remote training failed for run_id=pgolf_0099 with exit code 255
100	2026-04-12T22:28:22+00:00	gpt-5.4	pgolf_0100	error	120c3c5a14ccd9a4b654fe08c1d48db26b9bdd30	experiment failed	remote training failed for run_id=pgolf_0100 with exit code 255
101	2026-04-12T22:31:05+00:00	gpt-5.4	pgolf_0101	error	5223f1e41f7e7c371ef53d51b0d8f39a835203e5	experiment failed	remote training failed for run_id=pgolf_0101 with exit code 255
102	2026-04-12T22:31:14+00:00	gpt-5.4	pgolf_0102	error	1fc5a9851a75e2986f2fb348c29c3e6bb092af1f	experiment failed	remote training failed for run_id=pgolf_0102 with exit code 255
103	2026-04-12T22:31:53+00:00	gpt-5.4	pgolf_0103	error	9bc0f4dc685fff299ad6f021722a5146795755c5	experiment failed	remote training failed for run_id=pgolf_0103 with exit code 255
104	2026-04-12T22:34:12+00:00	gpt-5.4	pgolf_0104	error	2c4abdbc4c1cc644689425ac79d5bf23df4faef5	experiment failed	remote training failed for run_id=pgolf_0104 with exit code 255
105	2026-04-12T22:38:56+00:00	gpt-5.4	pgolf_0105	error	b365c3dd288e9f1e81866c7d24eed23cf761b0d0	experiment failed	remote training failed for run_id=pgolf_0105 with exit code 255
106	2026-04-12T22:39:09+00:00	gpt-5.4	pgolf_0106	error	cdfa3c292f190731cf33dacf92f84a409d03a4a0	experiment failed	remote training failed for run_id=pgolf_0106 with exit code 255
107	2026-04-12T22:40:36+00:00	gpt-5.4	pgolf_0107	error	16b3137d08875a831c2e1cdcd767d2028b1d6e7c	experiment failed	remote training failed for run_id=pgolf_0107 with exit code 255
108	2026-04-12T22:44:30+00:00	gpt-5.4	pgolf_0108	error	eedd8c8b9230150b4225a85b98b5d6539cd99c05	experiment failed	remote training failed for run_id=pgolf_0108 with exit code 255
109	2026-04-12T22:44:39+00:00	gpt-5.4	pgolf_0109	error	7438187417640ce05c1b3c2aefb4dde18ef84971	experiment failed	remote training failed for run_id=pgolf_0109 with exit code 255
110	2026-04-12T22:47:12+00:00	gpt-5.4	pgolf_0110	error	5b790f38ddae16d8edbd05ae7e3ac55c841b5805	experiment failed	remote training failed for run_id=pgolf_0110 with exit code 255
111	2026-04-12T22:51:31+00:00	gpt-5.4	pgolf_0111	error	0fbcfd5dc93db8e097cbae0b24f66428f540d710	experiment failed	remote training failed for run_id=pgolf_0111 with exit code 255
112	2026-04-12T22:52:35+00:00	gpt-5.4	pgolf_0112	error	2da2908a24b236b8e00b6813df4d7fcdb9b03f3f	experiment failed	remote training failed for run_id=pgolf_0112 with exit code 255
113	2026-04-12T22:53:03+00:00	gpt-5.4	pgolf_0113	error	cdccb42f6f2471fe18c241ced0c31bb1f078e139	experiment failed	remote training failed for run_id=pgolf_0113 with exit code 255
114	2026-04-12T22:55:31+00:00	gpt-5.4	pgolf_0114	error	1d941b03990a0ecda44d991d2109dccf79470bc2	experiment failed	remote training failed for run_id=pgolf_0114 with exit code 255
115	2026-04-12T22:56:19+00:00	gpt-5.4	pgolf_0115	error	524c89b80031d5ba678e71b846590be0525246af	experiment failed	remote training failed for run_id=pgolf_0115 with exit code 255
116	2026-04-12T22:57:02+00:00	gpt-5.4	pgolf_0116	error	12c1a3bdaa5f78312bd57b98e23e89b14181a171	experiment failed	remote training failed for run_id=pgolf_0116 with exit code 255
117	2026-04-12T22:58:20+00:00	gpt-5.4	pgolf_0117	error	0c86edf3f304c59abdff8cbcb1a632e216ccd468	experiment failed	remote training failed for run_id=pgolf_0117 with exit code 255
118	2026-04-12T22:59:23+00:00	gpt-5.4	pgolf_0118	error	9e3aee621702aefe6ba3ef9cb77a88fc5509fff7	experiment failed	remote training failed for run_id=pgolf_0118 with exit code 255
119	2026-04-12T23:01:01+00:00	gpt-5.4	pgolf_0119	error	87f3f06fd853a508906730c1a70bcc9232d2416e	experiment failed	remote training failed for run_id=pgolf_0119 with exit code 255
120	2026-04-12T23:04:54+00:00	gpt-5.4	pgolf_0120	error	bf8d3592cb41d52e70f75a4124c92a544d0667c0	experiment failed	remote training failed for run_id=pgolf_0120 with exit code 255
121	2026-04-12T23:06:52+00:00	gpt-5.4	pgolf_0121	error	ee23a946e4b8a312daf5aa17c175a209ef8d2356	experiment failed	remote training failed for run_id=pgolf_0121 with exit code 255
122	2026-04-12T23:09:20+00:00	gpt-5.4	pgolf_0122	error	72f93320903eb426cefd63cb3165ad9003bc70d2	experiment failed	remote training failed for run_id=pgolf_0122 with exit code 255
123	2026-04-12T23:14:23+00:00	gpt-5.4	pgolf_0123	error	99f261145b53d60bf88210c631e1250200a5af0b	experiment failed	remote training failed for run_id=pgolf_0123 with exit code 255
124	2026-04-12T23:15:56+00:00	gpt-5.4	pgolf_0124	error	f35efb12e68175934f6dcf85535484738d08064b	experiment failed	remote training failed for run_id=pgolf_0124 with exit code 255
125	2026-04-12T23:28:59+00:00	gpt-5.4	pgolf_0125	error	8b1e093d697cf0eaa65c33c16d0ed6eec7159286	experiment failed	remote training failed for run_id=pgolf_0125 with exit code 255
126	2026-04-12T23:37:07+00:00	gpt-5.4	pgolf_0126	error	3ae1718b707178f7babedb2ad7e0f964c431ee73	experiment failed	remote training failed for run_id=pgolf_0126 with exit code 255
127	2026-04-12T23:46:26+00:00	gpt-5.4	pgolf_0127	error	7acea2e5ba0dfed4d0866c05c58df351d3d04708	experiment failed	remote training failed for run_id=pgolf_0127 with exit code 255
128	2026-04-12T23:50:04+00:00	gpt-5.4	pgolf_0128	error	b3f5b176b8a8e063ff1122ee7b49dfa0955282f9	experiment failed	remote training failed for run_id=pgolf_0128 with exit code 255
129	2026-04-12T23:55:22+00:00	gpt-5.4	pgolf_0129	error	1b2002fe7abcdc48cb593f3f2dd72cff46699a39	experiment failed	remote training failed for run_id=pgolf_0129 with exit code 255
130	2026-04-12T23:58:15+00:00	gpt-5.4	pgolf_0130	error	931b16f89393be0bb221224c4bcee0995f711e07	experiment failed	remote training failed for run_id=pgolf_0130 with exit code 255
131	2026-04-13T00:06:53+00:00	gpt-5.4	pgolf_0131	error	0a266aec6fe3fa6fed274b025b93cd858bf58af3	experiment failed	remote training failed for run_id=pgolf_0131 with exit code 255
132	2026-04-13T00:10:31+00:00	gpt-5.4	pgolf_0132	error	fa60cbf8f513325b7b13b2644423e9483386a3c6	experiment failed	remote training failed for run_id=pgolf_0132 with exit code 255
133	2026-04-13T00:13:39+00:00	gpt-5.4	pgolf_0133	error	e140c28e5856fb8ab631e47bb93a996833cd9ee1	experiment failed	remote training failed for run_id=pgolf_0133 with exit code 255
134	2026-04-13T00:17:18+00:00	gpt-5.4	pgolf_0134	error	84b82b0efe1e589bd000722a9ca9997d3ba77b11	experiment failed	remote training failed for run_id=pgolf_0134 with exit code 255
135	2026-04-13T00:22:21+00:00	gpt-5.4	pgolf_0135	error	de7da5158fb347dea8b6caf9ea5887f06676197a	experiment failed	remote training failed for run_id=pgolf_0135 with exit code 255
136	2026-04-13T00:24:49+00:00	gpt-5.4	pgolf_0136	error	0ea099c15bcf3498018ce922db522f224f76029c	experiment failed	remote training failed for run_id=pgolf_0136 with exit code 255
137	2026-04-13T00:29:12+00:00	gpt-5.4	pgolf_0137	error	140b8d0150a7ed3d2eaea5be0b2c43445ac8b159	experiment failed	remote training failed for run_id=pgolf_0137 with exit code 255
138	2026-04-13T00:57:46+00:00	gpt-5.4	pgolf_0138	error	3bcd50a8cb15c7e8f40da340ab673dff5af4a2a1	experiment failed	remote training failed for run_id=pgolf_0138 with exit code 255
139	2026-04-13T01:23:09+00:00	gpt-5.4	pgolf_0139	error	85f0da2691ea0d17cfac1a934a3a44d1c1c25715	experiment failed	remote training failed for run_id=pgolf_0139 with exit code 255
140	2026-04-13T01:26:13+00:00	gpt-5.4	pgolf_0140	error	835865f9185b6035515e802d37576bb2f2a02f6c	experiment failed	remote training failed for run_id=pgolf_0140 with exit code 255
141	2026-04-13T01:31:26+00:00	gpt-5.4	pgolf_0141	error	4cc59a744d4fbeb791ca03ccb260f5ab4e69a84d	experiment failed	remote training failed for run_id=pgolf_0141 with exit code 255
142	2026-04-13T01:39:39+00:00	gpt-5.4	pgolf_0142	error	8e936ec58151569b65562045d43fb07f92052e74	experiment failed	remote training failed for run_id=pgolf_0142 with exit code 255
143	2026-04-13T01:45:32+00:00	gpt-5.4	pgolf_0143	error	1b0bd44bbfad542a13ac4be4e6935ac9f6689e12	experiment failed	remote training failed for run_id=pgolf_0143 with exit code 255
144	2026-04-13T01:54:31+00:00	gpt-5.4	pgolf_0144	error	719a427c5ea87da733369d2e5796c509ffa2bd2d	experiment failed	remote training failed for run_id=pgolf_0144 with exit code 255
145	2026-04-13T01:57:19+00:00	gpt-5.4	pgolf_0145	error	dd7ae1595c2b5d2fb9abf89b48174617e54a9e58	experiment failed	remote training failed for run_id=pgolf_0145 with exit code 255
146	2026-04-13T02:03:32+00:00	gpt-5.4	pgolf_0146	error	fdec25915630c48e13224571356a35970c24c3dd	experiment failed	remote training failed for run_id=pgolf_0146 with exit code 255
147	2026-04-13T02:07:20+00:00	gpt-5.4	pgolf_0147	error	be7d4dbf36663c2b7efbcf559dcfe64ac992fa16	experiment failed	remote training failed for run_id=pgolf_0147 with exit code 255
148	2026-04-13T02:20:43+00:00	gpt-5.4	pgolf_0148	error	d2a6efcb18a311a16bbed114452333352118454b	experiment failed	remote training failed for run_id=pgolf_0148 with exit code 255
149	2026-04-13T02:32:46+00:00	gpt-5.4	pgolf_0149	error	301dd76ae2a4ccb7c3dc6f6ac3ab0d66e33b25f1	experiment failed	remote training failed for run_id=pgolf_0149 with exit code 255
150	2026-04-13T02:33:34+00:00	gpt-5.4	pgolf_0150	error	306a4084b82185417e35a86abf583ea974b3c26d	experiment failed	remote training failed for run_id=pgolf_0150 with exit code 255
151	2026-04-13T02:55:08+00:00	gpt-5.4	pgolf_0151	error	d0d596509fabe79bacddc3a18b48ca55dbc2fd66	experiment failed	remote training failed for run_id=pgolf_0151 with exit code 255
152	2026-04-13T03:02:01+00:00	gpt-5.4	pgolf_0152	error	9a54991931686e0890c4f6f265c288d7cf4a09de	experiment failed	remote training failed for run_id=pgolf_0152 with exit code 255
153	2026-04-13T03:10:04+00:00	gpt-5.4	pgolf_0153	error	a8964c3bcd8f34d03da53a445d44c5145b8a6752	experiment failed	remote training failed for run_id=pgolf_0153 with exit code 255
154	2026-04-13T03:14:52+00:00	gpt-5.4	pgolf_0154	error	e090f3d8dad2131414f52858545c84ab0a10359b	experiment failed	remote training failed for run_id=pgolf_0154 with exit code 255
155	2026-04-13T03:27:21+00:00	gpt-5.4	pgolf_0155	error	b2a807ed6669ed56dd51573c7f2a1de277534349	experiment failed	remote training failed for run_id=pgolf_0155 with exit code 255
156	2026-04-13T03:30:09+00:00	gpt-5.4	pgolf_0156	error	621dc5d5e26979bd28ecd62fa2defbc0df96ab0f	experiment failed	remote training failed for run_id=pgolf_0156 with exit code 255
157	2026-04-13T03:31:37+00:00	gpt-5.4	pgolf_0157	error	512a12ac344af61de2d9b00c38efc4dc4382e626	experiment failed	remote training failed for run_id=pgolf_0157 with exit code 255
158	2026-04-13T03:33:40+00:00	gpt-5.4	pgolf_0158	error	e9dd143706906529de9336b573b4defff23a1d7d	experiment failed	remote training failed for run_id=pgolf_0158 with exit code 255
159	2026-04-13T03:35:28+00:00	gpt-5.4	pgolf_0159	error	8db811608ae793b3a9e3e5065d140eefcba14557	experiment failed	remote training failed for run_id=pgolf_0159 with exit code 255
160	2026-04-13T03:40:36+00:00	gpt-5.4	pgolf_0160	error	0c160e733fa12d0b977d581afb7d667628477eab	experiment failed	remote training failed for run_id=pgolf_0160 with exit code 255
161	2026-04-13T03:45:09+00:00	gpt-5.4	pgolf_0161	error	911f2d0dfeb9801f750d0cad81c37ed896aa7689	experiment failed	remote training failed for run_id=pgolf_0161 with exit code 255
162	2026-04-13T03:52:58+00:00	gpt-5.4	pgolf_0162	error	84072ca458b00771d5878e1e7ecd4038638cfbef	experiment failed	remote training failed for run_id=pgolf_0162 with exit code 255
163	2026-04-13T03:58:51+00:00	gpt-5.4	pgolf_0163	error	3846ba2d8963ee9b0a855a345936d050f58bf550	experiment failed	remote training failed for run_id=pgolf_0163 with exit code 255
164	2026-04-13T04:10:19+00:00	gpt-5.4	pgolf_0164	error	441d5aee12c88cf78ababcaa11c367599b09c49a	experiment failed	remote training failed for run_id=pgolf_0164 with exit code 255
165	2026-04-13T04:22:57+00:00	gpt-5.4	pgolf_0165	error	4fbabed9275516e70e13b8dabbb5bd59e1649163	experiment failed	remote training failed for run_id=pgolf_0165 with exit code 255
166	2026-04-13T04:32:10+00:00	gpt-5.4	pgolf_0166	error	7e5fa82d1f56f277e8c8328a1d753b8a0457a5c1	experiment failed	remote training failed for run_id=pgolf_0166 with exit code 255
167	2026-04-13T04:32:23+00:00	gpt-5.4	pgolf_0167	error	79463127f24831eee4dc693a333698bf14ac6163	experiment failed	remote training failed for run_id=pgolf_0167 with exit code 255
168	2026-04-13T04:38:17+00:00	gpt-5.4	pgolf_0168	error	72b0850e60110933864c1515397a39ecdaab3c30	experiment failed	remote training failed for run_id=pgolf_0168 with exit code 255
169	2026-04-13T04:38:39+00:00	gpt-5.4	pgolf_0169	error	7b570fb60a974b2db2afa68204165f2961f490dc	experiment failed	remote training failed for run_id=pgolf_0169 with exit code 255
170	2026-04-13T04:45:57+00:00	gpt-5.4	pgolf_0170	error	40ef09df4173be3c456eea6e3c3ad0fcd4681c07	experiment failed	remote training failed for run_id=pgolf_0170 with exit code 255
171	2026-04-13T05:00:06+00:00	gpt-5.4	pgolf_0171	error	e5d163388586316f72a1b587c155e56581e09db2	experiment failed	remote training failed for run_id=pgolf_0171 with exit code 255
172	2026-04-13T05:03:39+00:00	gpt-5.4	pgolf_0172	error	a2b15ee107fa3f0a9f3807e76c1bd6814a01baff	experiment failed	remote training failed for run_id=pgolf_0172 with exit code 255
173	2026-04-13T05:04:17+00:00	gpt-5.4	pgolf_0173	error	15e7677155e6764e7aae1b831521234808683b8b	experiment failed	remote training failed for run_id=pgolf_0173 with exit code 255
174	2026-04-13T05:08:20+00:00	gpt-5.4	pgolf_0174	error	442a1dfac59c67fb798877e7840b0ae72778c805	experiment failed	remote training failed for run_id=pgolf_0174 with exit code 255
175	2026-04-13T05:11:23+00:00	gpt-5.4	pgolf_0175	error	4831dd3e5dbb23310f650569b6d414e2bfa78def	experiment failed	remote training failed for run_id=pgolf_0175 with exit code 255
176	2026-04-13T05:15:41+00:00	gpt-5.4	pgolf_0176	error	310e25a18439ccaed2229f1d09311bf890865181	experiment failed	remote training failed for run_id=pgolf_0176 with exit code 255
177	2026-04-13T05:18:24+00:00	gpt-5.4	pgolf_0177	error	0d7bbb7b6dcfc8c46800a3d75ff4a942521ae628	experiment failed	remote training failed for run_id=pgolf_0177 with exit code 255
178	2026-04-13T05:21:12+00:00	gpt-5.4	pgolf_0178	error	acce30e486e3dd6c6be7f0a962b2ca48e490393a	experiment failed	remote training failed for run_id=pgolf_0178 with exit code 255
179	2026-04-13T05:27:30+00:00	gpt-5.4	pgolf_0179	error	792003c5390c11ef41fe820b629a98064240b6a0	experiment failed	remote training failed for run_id=pgolf_0179 with exit code 255
180	2026-04-13T05:28:48+00:00	gpt-5.4	pgolf_0180	error	5a7b01264bbd3bcc13cc4ef91a41ee1d7e4399a4	experiment failed	remote training failed for run_id=pgolf_0180 with exit code 255
181	2026-04-13T05:32:01+00:00	gpt-5.4	pgolf_0181	error	ad1fc8a1c4a1d20cd6dc8d3b4fcf18bb627e2f80	experiment failed	remote training failed for run_id=pgolf_0181 with exit code 255
182	2026-04-13T05:32:49+00:00	gpt-5.4	pgolf_0182	error	acd9c380de50c057080593d3a1dd90f3b52c7754	experiment failed	remote training failed for run_id=pgolf_0182 with exit code 255
